Time,Category level 0,Category level 1,Category level 2,Unique SKUs Listed,Unique SKUs Sold,# of sold SKU items,Price before Discount (includ. VAT) (EUR),Discount Value (EUR),Item COGS (net VAT) (EUR),"Waste, # of items"
2023-07-20,Fresh Food,🧀 Cheese,Blue Cheese,6,2,7,25.009195,0.403211,16.36548,8
2023-07-30,Fresh Food,🥪 Fresh & Ready,Desserts & Sweets,25,15,36,88.347469,9.575853,57.62299,0
2023-08-29,Fresh Food,🧀 Cheese,Fresh Cheese,5,5,24,57.988176,1.635638,41.05576,0
2023-08-07,Fresh Food,🍗 Meat & Fish,Sausages,20,12,33,86.797003,8.282347,55.9079,0
2023-08-31,Fresh Food,🍞 Bakery,Daily Baked Pastries,0,0,0,0,0,0,0
2023-07-31,Fresh Food,🥪 Fresh & Ready,Soups,4,2,5,14.984231,1.215759,9.84561,0
2023-09-07,Fresh Food,🍞 Bakery,Crispbread,6,4,10,22.34746,0.886644,12.38885,0
2023-09-13,Fresh Food,🥛 Dairy & Eggs,Dairy Beverages,21,15,46,65.90236,1.50903,42.52409,1
2023-07-13,Fresh Food,🧀 Cheese,Cheese Snacks,3,2,6,15.621409,1.561331,10.32991,0
2023-08-02,Fresh Food,🧀 Cheese,Spreads,28,11,29,63.489096,3.489457,43.40757,0
2023-09-22,Fresh Food,🍞 Bakery,"Sliced Bread, Wraps & More",21,19,121,192.761029,9.999442,139.49329,31
2023-07-28,Fresh Food,🥪 Fresh & Ready,Fresh Pastry,6,3,3,12.159204,0,8.48529,0
2023-09-28,Fresh Food,🧀 Cheese,Cottage Cheese,9,6,28,39.258163,0.888394,30.0225,7
2023-09-10,Fresh Food,🥛 Dairy & Eggs,Butter & Margarine,15,10,19,73.88568,8.067731,47.97682,0
2023-09-28,Fresh Food,🥕 Fruits & Vegetables,Fruits,24,23,183,340.216678,14.531878,221.67268,6
2023-08-24,Fresh Food,🧀 Cheese,Soft Cheese,21,12,31,101.035278,4.990097,65.53173,0
2023-07-11,Fresh Food,🥛 Dairy & Eggs,Milk,48,32,168,354.881434,27.191505,246.83006,0
2023-08-28,Fresh Food,🧀 Cheese,Cottage Cheese,10,8,43,63.264485,3.188631,41.76601,0
2023-08-22,Fresh Food,🍗 Meat & Fish,Ready To Cook,3,2,5,23.477133,4.130517,15.14523,2
2023-08-18,Fresh Food,🥪 Fresh & Ready,Fresh Spreads,12,7,14,40.494327,4.355577,23.51284,0
2023-08-07,Fresh Food,🥛 Dairy & Eggs,Yogurt & Pudding,64,43,228,266.534089,23.764278,173.19111,6
2023-09-29,Fresh Food,🧀 Cheese,Sliced Cheese,19,16,46,115.37686,6.825785,75.79728,3
2023-07-19,Fresh Food,🧀 Cheese,Sliced Cheese,19,8,26,57.156279,2.217775,37.76087,9
2023-09-27,Fresh Food,🧀 Cheese,Fresh Cheese,5,4,14,29.156997,0.629129,20.99927,0
2023-07-04,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Yogurt,8,6,27,26.587282,0.933171,18.0292,0
2023-09-17,Fresh Food,🥛 Dairy & Eggs,Butter & Margarine,15,11,22,85.675976,5.087633,56.13047,0
2023-07-21,Fresh Food,🍞 Bakery,Daily Baked Bread,8,9,60,68.110752,2.20823,42.62707,11
2023-08-10,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,1,1,4.650496,0.930504,3.16978,0
2023-07-27,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,11,8,15,35.276055,2.710888,21.47733,0
2023-09-30,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,0,0,0,0,0,0
2023-07-23,Fresh Food,🥪 Fresh & Ready,Desserts & Sweets,25,13,29,63.538125,8.463372,40.64931,0
2023-07-06,Fresh Food,🧀 Cheese,Cottage Cheese,11,7,35,52.670386,3.181012,33.95165,6
2023-09-10,Fresh Food,🧀 Cheese,Grated Cheese,4,4,12,33.722402,1.757889,20.1117,0
2023-07-31,Fresh Food,🧀 Cheese,Sliced Cheese,19,14,52,120.477674,10.03001,78.61054,8
2023-07-06,Fresh Food,🍞 Bakery,Daily Baked Bread,8,8,50,74.015063,3.269823,46.36884,16
2023-07-13,Fresh Food,🥪 Fresh & Ready,Special Nutrition Desserts,8,4,7,17.806462,1.300096,10.60025,2
2023-08-12,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,14,8,19,31.053969,3.641271,19.22288,6
2023-08-30,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,11,3,4,14.887771,0.752889,10.2328,0
2023-09-15,Fresh Food,🍗 Meat & Fish,Fresh Meat,15,9,28,125.368464,4.313615,81.05732,10
2023-09-14,Fresh Food,🍞 Bakery,Daily Baked Bread,6,6,62,33.390093,1.667695,18.99642,2
2023-07-10,Fresh Food,🥕 Fruits & Vegetables,Fruits,24,23,312,494.718555,33.706928,355.09901,12
2023-09-04,Fresh Food,🧀 Cheese,Spreads,30,18,40,85.036872,4.050722,53.42792,0
2023-07-17,Fresh Food,🥛 Dairy & Eggs,Milk,48,31,152,359.03775,19.663933,237.65357,6
2023-07-30,Fresh Food,🍗 Meat & Fish,Fresh Poultry,3,3,38,146.34166,13.509332,104.41423,0
2023-07-10,Fresh Food,🥪 Fresh & Ready,Sushi,1,1,2,12.120027,0,7.67049,0
2023-08-04,Fresh Food,🧀 Cheese,Cheese Snacks,3,2,7,14.560084,1.362418,9.47627,0
2023-09-06,Fresh Food,🍞 Bakery,Daily Baked Bread,6,5,95,56.518056,3.401765,32.25841,0
2023-07-21,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Yogurt,8,5,23,18.267539,0,12.24252,9
2023-08-03,Fresh Food,🧀 Cheese,Grated Cheese,4,3,7,17.409086,1.20467,10.56672,0
2023-09-09,Fresh Food,🍗 Meat & Fish,Meat & Fish Alternatives,16,6,14,34.915445,3.967664,21.82214,0
2023-08-18,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,11,6,9,31.971229,2.25665,20.42673,0
2023-07-26,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,11,4,6,17.002262,0,11.02488,0
2023-07-13,Fresh Food,🧀 Cheese,Cottage Cheese,11,8,50,73.287375,5.319866,48.25548,4
2023-08-20,Fresh Food,🍗 Meat & Fish,Fresh Poultry,6,3,30,142.64571,11.342086,109.93002,0
2023-09-03,Fresh Food,🍞 Bakery,Daily Baked Bread,3,5,71,33.194541,1.648717,18.75009,0
2023-08-19,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,11,2,4,7.1263,1.103505,4.95971,1
2023-09-10,Fresh Food,🥪 Fresh & Ready,Bio & Special Nutrition Meals,4,4,6,12.083455,0,7.53552,0
2023-08-14,Fresh Food,🍞 Bakery,Gluten Free,1,0,0,0,0,0,0
2023-08-05,Fresh Food,🥪 Fresh & Ready,Fresh Pastry,6,1,2,8.07164,0,5.63278,0
2023-08-08,Fresh Food,🥪 Fresh & Ready,Fresh Pastry,6,1,2,8.080056,1.212614,5.63866,0
2023-07-07,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,1,2,9.284338,0.928837,6.32822,0
2023-09-16,Fresh Food,🍞 Bakery,Gluten Free,2,0,0,0,0,0,1
2023-07-23,Fresh Food,🍞 Bakery,Crispbread,6,5,10,22.678434,1.378135,12.60792,0
2023-08-24,Fresh Food,🥪 Fresh & Ready,Sushi,2,1,6,36.441479,2.430242,23.06299,0
2023-09-21,Fresh Food,🍗 Meat & Fish,Fresh Meat,17,16,43,192.116386,28.794225,122.05309,11
2023-08-17,Fresh Food,🍗 Meat & Fish,Meat & Fish Alternatives,17,7,15,49.635867,5.199272,32.32655,0
2023-09-16,Fresh Food,🥕 Fruits & Vegetables,Herbs,4,5,39,25.661478,1.968701,18.8605,6
2023-08-05,Fresh Food,🍞 Bakery,Gluten Free,1,0,0,0,0,0,0
2023-07-02,Fresh Food,🍗 Meat & Fish,Fresh Meat,15,12,34,143.735197,12.613861,90.95814,1
2023-08-11,Fresh Food,🍗 Meat & Fish,Fresh Meat,19,15,45,185.800374,33.416735,117.01733,9
2023-07-05,Fresh Food,🍗 Meat & Fish,Fish & Seafood,7,3,14,58.128783,7.511956,38.58156,0
2023-07-04,Fresh Food,🍞 Bakery,Gluten Free,1,0,0,0,0,0,0
2023-09-20,Fresh Food,🍗 Meat & Fish,Ready To Cook,3,3,8,33.583222,4.104348,21.44722,0
2023-07-25,Fresh Food,🍞 Bakery,Crispbread,6,3,8,18.254864,1.603797,10.00444,0
2023-09-24,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,0,0,0,0,0,0
2023-08-18,Fresh Food,🍞 Bakery,Sweet Pastries,27,25,128,119.246562,8.658587,72.94697,0
2023-08-30,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,13,10,25,45.365605,1.691977,28.92733,0
2023-08-23,Fresh Food,🍞 Bakery,Sweet Pastries,26,20,67,71.251378,1.336228,42.45367,0
2023-08-18,Fresh Food,🥪 Fresh & Ready,Desserts & Sweets,28,21,72,207.907012,37.461196,133.72056,0
2023-07-28,Fresh Food,🥕 Fruits & Vegetables,Fruits,24,22,266,427.476024,24.044692,287.60007,78
2023-08-20,Fresh Food,🍞 Bakery,Gluten Free,1,0,0,0,0,0,3
2023-08-12,Fresh Food,🍗 Meat & Fish,Bacon & Cold Cuts,49,34,101,224.520012,21.813232,144.82226,2
2023-07-11,Fresh Food,🥕 Fruits & Vegetables,Berries,2,1,22,39.507578,2.335144,25.99764,1
2023-08-16,Fresh Food,🥛 Dairy & Eggs,Milk,51,36,233,527.233506,41.515503,352.78333,22
2023-08-06,Fresh Food,🍞 Bakery,Daily Baked Bread,5,8,58,36.47328,3.050928,21.98296,17
2023-09-19,Fresh Food,🥕 Fruits & Vegetables,Vegetables,24,25,216,298.339981,10.686763,169.44079,14
2023-07-15,Fresh Food,🍗 Meat & Fish,Fish & Seafood,8,4,12,47.710836,5.097136,31.60025,0
2023-07-29,Fresh Food,🧀 Cheese,Spreads,28,14,34,72.312224,5.628664,47.29632,5
2023-07-11,Fresh Food,🥪 Fresh & Ready,Bio & Special Nutrition Meals,6,1,1,2.725009,0.545406,1.50492,0
2023-09-07,Fresh Food,🍗 Meat & Fish,Fish & Seafood,6,4,10,37.66222,3.183858,24.42706,0
2023-09-22,Fresh Food,🧀 Cheese,Cheese Snacks,3,3,8,10.329539,1.004373,6.61597,0
2023-08-01,Fresh Food,🥕 Fruits & Vegetables,Berries,3,2,108,141.534238,7.170814,153.79802,3
2023-07-28,Fresh Food,🧀 Cheese,Hard Cheese,25,14,26,103.190022,7.335668,67.89757,1
2023-09-20,Fresh Food,🥕 Fruits & Vegetables,Berries,3,3,42,86.328123,1.869088,53.07692,13
2023-09-24,Fresh Food,🍗 Meat & Fish,Sausages,18,14,57,139.778438,4.500297,87.32746,1
2023-09-18,Fresh Food,🍞 Bakery,"Sliced Bread, Wraps & More",21,19,134,218.918563,15.668577,159.36667,7
2023-09-10,Fresh Food,🧀 Cheese,Fresh Cheese,5,5,29,55.640204,3.951073,40.1207,0
2023-07-14,Fresh Food,🥪 Fresh & Ready,Ready Meals,23,7,10,34.000353,1.984535,21.10898,8
2023-08-05,Fresh Food,🍞 Bakery,Crispbread,6,4,7,15.531544,0.444162,8.40273,0
2023-09-03,Fresh Food,🥪 Fresh & Ready,Desserts & Sweets,25,20,69,157.842391,7.382856,100.79799,0
2023-07-29,Fresh Food,🥪 Fresh & Ready,Sushi,1,1,3,18.209661,2.428765,11.52449,0
2023-08-03,Fresh Food,🥛 Dairy & Eggs,Milk,48,25,126,276.786839,18.171084,186.20186,0
2023-08-26,Fresh Food,🥪 Fresh & Ready,Sandwiches & Wraps,4,3,13,29.025164,0.810418,18.94233,0
2023-08-22,Fresh Food,🥕 Fruits & Vegetables,Vegetables,23,22,247,339.700659,28.597753,171.46749,35
2023-07-26,Fresh Food,🧀 Cheese,Soft Cheese,19,14,33,101.491768,8.89908,66.38617,0
2023-09-22,Fresh Food,🍗 Meat & Fish,Bacon & Cold Cuts,48,34,128,270.085639,8.556286,183.56785,0
2023-09-07,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Yogurt,8,4,11,12.834172,0.225691,8.5279,0
2023-07-24,Fresh Food,🧀 Cheese,Hard Cheese,25,15,38,138.209081,10.551878,93.01754,0
2023-09-12,Fresh Food,🧀 Cheese,Sliced Cheese,20,15,30,72.427805,6.13352,46.65717,0
2023-07-10,Fresh Food,🥪 Fresh & Ready,Desserts & Sweets,28,6,9,38.17263,1.681204,24.3936,6
2023-09-24,Fresh Food,🥕 Fruits & Vegetables,Herbs,5,5,32,20.467054,0.740743,12.40342,3
2023-07-18,Fresh Food,🍗 Meat & Fish,Sausages,19,11,23,61.557753,2.447987,38.25133,38
2023-09-12,Fresh Food,🥕 Fruits & Vegetables,Herbs,5,5,31,27.709428,1.403672,15.01008,8
2023-09-28,Fresh Food,🥪 Fresh & Ready,Salads & Bowls,10,5,11,41.925356,0.783877,29.37526,0
2023-07-22,Fresh Food,🍗 Meat & Fish,Fish & Seafood,8,6,14,51.621525,2.430547,33.73241,0
2023-08-19,Fresh Food,🧀 Cheese,Sliced Cheese,20,16,43,102.852937,7.340731,66.00775,0
2023-09-14,Fresh Food,🥛 Dairy & Eggs,Butter & Margarine,15,9,19,74.092703,6.242288,48.94813,0
2023-08-27,Fresh Food,🥛 Dairy & Eggs,Milk,50,32,153,352.530635,24.745994,235.46763,4
2023-07-30,Fresh Food,🥪 Fresh & Ready,Fresh Pastry,6,3,4,16.170752,2.426826,11.28476,12
2023-09-02,Fresh Food,🥛 Dairy & Eggs,Milk,48,31,142,318.397828,26.580983,215.07085,0
2023-08-25,Fresh Food,🥪 Fresh & Ready,Fresh Drinks & Pouches,13,10,53,171.753489,6.598193,102.09171,0
2023-08-17,Fresh Food,🥛 Dairy & Eggs,Eggs,4,4,46,112.692742,6.817722,74.65114,3
2023-09-15,Fresh Food,🥪 Fresh & Ready,Fresh Drinks & Pouches,13,9,39,120.115266,6.230999,79.19836,0
2023-09-17,Fresh Food,🥕 Fruits & Vegetables,Vegetables,20,20,198,293.167463,15.125922,178.59784,17
2023-08-17,Fresh Food,🧀 Cheese,Soft Cheese,21,13,34,106.243215,11.094478,70.19581,0
2023-07-08,Fresh Food,🥛 Dairy & Eggs,Dairy Beverages,23,16,63,102.074111,7.627529,63.22505,0
2023-09-13,Fresh Food,🥪 Fresh & Ready,Ready Meals,19,10,20,80.139554,4.627691,51.73961,0
2023-07-26,Fresh Food,🧀 Cheese,Blue Cheese,6,1,2,3.244521,0.324859,2.05473,7
2023-09-01,Fresh Food,🥪 Fresh & Ready,Special Nutrition Desserts,10,4,6,14.97902,0.840473,9.47796,0
2023-08-17,Fresh Food,🍞 Bakery,Sweet Pastries,28,23,72,72.239558,2.98604,46.33018,0
2023-09-13,Fresh Food,🥛 Dairy & Eggs,Yogurt & Pudding,65,51,221,274.037837,21.591199,176.53297,30
2023-09-07,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,13,4,6,16.733391,0.683118,11.37122,0
2023-08-13,Fresh Food,🧀 Cheese,Cottage Cheese,12,9,22,34.090901,1.308859,21.58298,0
2023-09-03,Fresh Food,🥛 Dairy & Eggs,Dairy Beverages,26,13,48,72.357597,1.644676,45.53039,0
2023-07-21,Fresh Food,🥛 Dairy & Eggs,Dairy Beverages,23,15,41,60.876265,2.425001,35.25432,11
2023-07-14,Fresh Food,🧀 Cheese,Sliced Cheese,19,12,42,105.909372,7.150399,70.97938,0
2023-09-07,Fresh Food,🍞 Bakery,Gluten Free,1,0,0,0,0,0,0
2023-09-22,Fresh Food,🥪 Fresh & Ready,Special Nutrition Desserts,10,5,15,38.997431,11.110496,23.66964,1
2023-08-24,Fresh Food,🥪 Fresh & Ready,Special Nutrition Desserts,8,4,4,8.052202,0,4.97916,0
2023-08-29,Fresh Food,🥛 Dairy & Eggs,Eggs,4,4,55,129.848882,5.769262,86.15431,3
2023-09-03,Fresh Food,🥪 Fresh & Ready,Sandwiches & Wraps,4,3,30,66.04965,4.994641,44.65279,0
2023-07-17,Fresh Food,🥪 Fresh & Ready,Ready Meals,22,12,23,79.374057,4.698463,50.09872,0
2023-08-04,Fresh Food,🥕 Fruits & Vegetables,Salad Mixes,11,11,39,54.498738,3.345399,26.69252,36
2023-09-06,Fresh Food,🥪 Fresh & Ready,Fresh Pastry,7,3,3,12.085533,0.806105,8.43387,0
2023-07-09,Fresh Food,🧀 Cheese,Spreads,28,20,46,107.599778,9.232268,69.25315,1
2023-07-25,Fresh Food,🍗 Meat & Fish,Meat & Fish Alternatives,16,5,13,29.105866,0.893253,21.55583,2
2023-07-22,Fresh Food,🍗 Meat & Fish,Fresh Meat,14,8,25,106.022488,6.305243,69.00731,0
2023-09-19,Fresh Food,🧀 Cheese,Soft Cheese,22,12,25,81.72995,4.013569,55.0332,4
2023-08-06,Fresh Food,🥪 Fresh & Ready,Sushi,1,1,8,48.636448,4.257109,30.78096,0
2023-08-27,Fresh Food,🥪 Fresh & Ready,Sandwiches & Wraps,4,3,22,48.694397,3.573323,32.29,3
2023-07-16,Fresh Food,🍞 Bakery,Sweet Pastries,30,22,117,103.939993,6.371452,64.27821,13
2023-07-16,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,11,8,28,48.413295,4.155735,30.67173,8
2023-09-01,Fresh Food,🥕 Fruits & Vegetables,Fruits,24,22,249,408.278313,24.305045,257.43636,19
2023-07-20,Fresh Food,🧀 Cheese,Fresh Cheese,5,5,17,33.377338,0.263404,23.11433,0
2023-07-20,Fresh Food,🧀 Cheese,Cottage Cheese,10,6,34,46.326678,2.31593,32.3217,1
2023-09-27,Fresh Food,🧀 Cheese,Blue Cheese,6,0,0,0,0,0,0
2023-08-06,Fresh Food,🥛 Dairy & Eggs,Butter & Margarine,14,10,18,72.983055,3.0712,45.40689,0
2023-08-30,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,1,1,4.652934,0,3.17144,0
2023-09-23,Fresh Food,🍞 Bakery,Daily Baked Pastries,0,0,0,0,0,0,0
2023-08-23,Fresh Food,🧀 Cheese,Cottage Cheese,11,7,25,35.946587,2.640066,23.90432,0
2023-07-09,Fresh Food,🥕 Fruits & Vegetables,Vegetables,23,21,262,371.137291,29.192021,165.01433,40
2023-09-29,Fresh Food,🧀 Cheese,Grated Cheese,4,3,7,19.20669,0.591099,11.58033,0
2023-09-15,Fresh Food,🥕 Fruits & Vegetables,Fruits,24,24,243,451.293891,16.576435,302.07771,20
2023-08-31,Fresh Food,🥛 Dairy & Eggs,Eggs,4,4,55,132.156242,5.120687,87.96249,0
2023-07-06,Fresh Food,🧀 Cheese,Sliced Cheese,19,11,44,115.178501,6.51139,77.91683,0
2023-07-07,Fresh Food,🥕 Fruits & Vegetables,Salad Mixes,11,11,66,91.135127,6.118209,44.68714,41
2023-09-21,Fresh Food,🥪 Fresh & Ready,Sandwiches & Wraps,4,4,20,44.077509,2.961301,29.21071,0
2023-09-14,Fresh Food,🍗 Meat & Fish,Fish & Seafood,8,6,11,29.650359,3.037658,18.94415,2
2023-07-17,Fresh Food,🧀 Cheese,Spreads,28,17,26,58.101481,3.789934,36.99688,0
2023-07-13,Fresh Food,🥛 Dairy & Eggs,Yogurt & Pudding,64,41,230,247.970115,17.267793,167.78279,20
2023-09-17,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,11,3,5,20.05041,0.455188,13.7946,3
2023-07-20,Fresh Food,🥛 Dairy & Eggs,Milk,48,29,141,319.612357,12.724449,212.19762,1
2023-08-12,Fresh Food,🥛 Dairy & Eggs,Milk,50,28,125,271.204459,30.180991,182.11289,0
2023-09-29,Fresh Food,🥪 Fresh & Ready,Fresh Drinks & Pouches,13,10,44,125.228501,2.722271,83.36299,0
2023-07-31,Fresh Food,🥛 Dairy & Eggs,Eggs,4,4,69,173.308489,10.171851,115.05143,0
2023-09-19,Fresh Food,🍞 Bakery,Crispbread,6,6,12,25.405191,0.382245,13.60589,0
2023-07-06,Fresh Food,🧀 Cheese,Fresh Cheese,6,4,17,40.172399,1.001131,28.46563,4
2023-07-01,Fresh Food,🍞 Bakery,Gluten Free,1,0,0,0,0,0,0
2023-09-01,Fresh Food,🥪 Fresh & Ready,Sushi,1,1,8,48.472712,1.212222,30.67728,0
2023-08-22,Fresh Food,🥪 Fresh & Ready,Ready Meals,19,7,17,75.69174,19.43773,49.36374,0
2023-08-08,Fresh Food,🥕 Fruits & Vegetables,Salad Mixes,11,11,47,64.375699,4.395724,32.14449,18
2023-07-27,Fresh Food,🥪 Fresh & Ready,Desserts & Sweets,24,18,71,102.914367,3.439339,67.39808,1
2023-07-10,Fresh Food,🍞 Bakery,Daily Baked Pastries,6,4,46,98.13221,7.324956,72.74438,0
2023-08-29,Fresh Food,🧀 Cheese,Cheese Snacks,3,2,9,24.415111,0.587047,16.18631,0
2023-07-02,Fresh Food,🥕 Fruits & Vegetables,Herbs,5,5,53,40.126102,0.729158,21.29635,20
2023-09-09,Fresh Food,🥪 Fresh & Ready,Fresh Spreads,10,8,13,45.853858,0.805621,27.47566,0
2023-09-03,Fresh Food,🧀 Cheese,Cheese Snacks,3,3,15,25.245975,1.947749,16.42857,0
2023-08-19,Fresh Food,🧀 Cheese,Grated Cheese,4,2,9,20.718006,2.837583,13.01895,0
2023-07-18,Fresh Food,🍗 Meat & Fish,Bacon & Cold Cuts,53,36,156,348.29788,21.289392,225.3989,1
2023-08-29,Fresh Food,🥪 Fresh & Ready,Fresh Spreads,11,7,16,51.688541,6.275338,30.45362,0
2023-08-05,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,11,4,5,14.122341,1.615135,9.44047,1
2023-09-08,Fresh Food,🥪 Fresh & Ready,Sushi,1,1,5,30.198825,0,19.11215,0
2023-09-14,Fresh Food,🥪 Fresh & Ready,Sandwiches & Wraps,3,4,23,50.829476,1.551017,33.5752,0
2023-07-19,Fresh Food,🍞 Bakery,Daily Baked Pastries,6,4,59,124.630491,5.939026,91.51359,18
2023-08-22,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,0,0,0,0,0,0
2023-07-26,Fresh Food,🍗 Meat & Fish,Fresh Poultry,3,3,42,179.601873,13.270455,127.47429,0
2023-08-27,Fresh Food,🍞 Bakery,Sweet Pastries,28,18,83,81.649585,5.765127,50.48439,10
2023-08-08,Fresh Food,🥪 Fresh & Ready,Desserts & Sweets,23,9,21,51.837262,9.038023,33.14582,0
2023-07-10,Fresh Food,🥕 Fruits & Vegetables,Berries,1,1,28,50.29872,3.412926,33.09876,5
2023-08-19,Fresh Food,🍞 Bakery,Daily Baked Bread,8,8,81,87.591237,5.440726,52.75198,0
2023-07-25,Fresh Food,🍗 Meat & Fish,Fresh Meat,12,6,9,34.838935,1.985461,21.90096,63
2023-09-23,Fresh Food,🧀 Cheese,Sliced Cheese,21,12,30,69.192516,7.912138,44.57344,2
2023-09-18,Fresh Food,🥪 Fresh & Ready,Fresh Drinks & Pouches,13,10,34,108.480714,5.844355,72.32206,0
2023-07-02,Fresh Food,🥪 Fresh & Ready,Desserts & Sweets,29,7,12,49.759682,2.726775,31.79708,8
2023-09-06,Fresh Food,🧀 Cheese,Spreads,30,19,34,64.359446,4.199808,42.11741,0
2023-09-12,Fresh Food,🍗 Meat & Fish,Fresh Meat,15,15,41,173.968697,24.405366,111.55772,10
2023-07-04,Fresh Food,🥪 Fresh & Ready,Soups,9,4,9,24.62399,3.191363,13.55723,15
2023-07-18,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,11,5,5,18.946605,1.820816,13.05526,0
2023-08-10,Fresh Food,🥪 Fresh & Ready,Soups,4,4,7,20.922174,1.213701,13.77954,0
2023-08-28,Fresh Food,🥕 Fruits & Vegetables,Salad Mixes,10,9,56,78.235867,3.441698,43.30267,23
2023-07-02,Fresh Food,🍞 Bakery,Sweet Pastries,31,25,95,101.037878,7.917751,60.78067,3
2023-07-28,Fresh Food,🍞 Bakery,Crispbread,6,2,4,8.9131,0.44606,4.76474,0
2023-08-16,Fresh Food,🥛 Dairy & Eggs,Yogurt & Pudding,76,50,253,360.47849,67.638992,236.99734,0
2023-09-13,Fresh Food,🍗 Meat & Fish,Sausages,17,10,23,63.332984,3.217252,39.16436,5
2023-07-25,Fresh Food,🥛 Dairy & Eggs,Butter & Margarine,14,9,22,84.185122,3.246166,55.95323,0
2023-07-28,Fresh Food,🥪 Fresh & Ready,Bio & Special Nutrition Meals,4,2,6,13.77516,0.750193,8.90093,0
2023-09-03,Fresh Food,🧀 Cheese,Grated Cheese,4,3,7,17.402446,0.484917,10.56271,0
2023-09-24,Fresh Food,🥪 Fresh & Ready,Sandwiches & Wraps,3,3,19,40.901455,1.529795,27.87708,0
2023-09-10,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,13,10,31,54.206217,3.181129,33.84076,2
2023-09-09,Fresh Food,🧀 Cheese,Blue Cheese,6,2,4,8.148843,0.986884,5.14993,0
2023-07-14,Fresh Food,🥕 Fruits & Vegetables,Berries,1,0,0,0,0,0,0
2023-09-28,Fresh Food,🧀 Cheese,Soft Cheese,22,13,29,82.851768,3.04506,57.0944,1
2023-07-18,Fresh Food,🧀 Cheese,Fresh Cheese,5,5,32,53.60888,2.249721,36.91402,0
2023-07-04,Fresh Food,🥕 Fruits & Vegetables,Fruits,24,21,299,485.674922,17.213159,331.02938,66
2023-07-20,Fresh Food,🍗 Meat & Fish,Sausages,19,11,28,82.814208,7.729894,50.64649,16
2023-08-26,Fresh Food,🧀 Cheese,Spreads,28,20,60,131.996084,11.487681,84.93185,0
2023-08-24,Fresh Food,🍞 Bakery,"Sliced Bread, Wraps & More",23,18,98,164.490922,11.442387,120.09845,21
2023-07-11,Fresh Food,🍞 Bakery,"Sliced Bread, Wraps & More",21,17,116,196.172373,12.128202,142.93469,2
2023-08-05,Fresh Food,🧀 Cheese,Hard Cheese,25,10,22,83.760923,7.163126,56.75286,0
2023-09-14,Fresh Food,🥕 Fruits & Vegetables,Salad Mixes,9,9,54,69.194223,2.070033,38.47367,9
2023-08-26,Fresh Food,🥪 Fresh & Ready,Sushi,2,1,6,36.45178,1.215629,23.06952,0
2023-09-02,Fresh Food,🍗 Meat & Fish,Bacon & Cold Cuts,49,31,142,288.426543,17.741537,195.02335,11
2023-08-26,Fresh Food,🥛 Dairy & Eggs,Butter & Margarine,14,12,17,66.176783,5.693193,41.44057,0
2023-09-04,Fresh Food,🧀 Cheese,Soft Cheese,24,17,32,97.059663,8.044845,63.86536,2
2023-08-06,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,0,0,0,0,0,0
2023-08-08,Fresh Food,🥪 Fresh & Ready,Special Nutrition Desserts,8,3,8,15.929717,0.282943,10.38707,0
2023-07-22,Fresh Food,🥛 Dairy & Eggs,Butter & Margarine,14,9,19,74.924647,6.278912,48.1895,0
2023-07-11,Fresh Food,🥕 Fruits & Vegetables,Vegetables,23,21,288,417.90611,29.833697,180.47329,22
2023-08-03,Fresh Food,🥕 Fruits & Vegetables,Herbs,5,5,38,29.231415,2.498274,16.12764,0
2023-07-27,Fresh Food,🧀 Cheese,Hard Cheese,25,17,31,111.7207,3.626019,74.0381,5
2023-08-20,Fresh Food,🥪 Fresh & Ready,Special Nutrition Desserts,8,4,10,17.757398,1.043602,10.77418,0
2023-09-17,Fresh Food,🥕 Fruits & Vegetables,Herbs,4,4,37,34.467373,1.252774,24.82988,0
2023-09-02,Fresh Food,🍞 Bakery,Sweet Pastries,31,23,101,92.534245,4.847053,60.95472,11
